max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,mlp_model_size_bytes
563,13,1748208458.2076275,1748208460.31725,2.1096224784851074,8,2690577,4779,1748208460.6189358,1748208657.9500105,197.33107471466064,1748208695.08134,1748208695.8089774,0.7276372909545898,800,856,0.15944735205308358,54,49,51,46,0.5423,0.5236842105263158,0.515,0.5150375939849624,0.515,0.5146966854283928,0.5150375939849624,0.515,0.5146966854283928,0.5157894736842106,0.49,0.5025641025641027,0.5142857142857142,0.54,0.5268292682926828,ToyDrone,1,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,5,IPESN,0.20921546324469245,0.9066781434119662,0.13863801338830792,0.2,tanh,0.1,0.0025445824797816026,42668
