max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,mlp_model_size_bytes
313,13,1748207812.9456556,1748207814.9696345,2.0239789485931396,8,1495827,4779,1748207815.3148694,1748207915.970885,100.65601563453674,1748207934.231405,1748207934.8966508,0.665245771408081,800,856,1.7917651142171214,2,95,5,98,0.5189,0.4894736842105263,0.485,0.38897113249444853,0.485,0.3429236706963095,0.3889711324944486,0.485,0.34292367069630947,0.49222797927461137,0.95,0.6484641638225256,0.2857142857142857,0.02,0.037383177570093455,valve,1,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,5,ESN,0.6450209144156358,0.2488945463966858,0.17766205398610993,0.01,tanh,41644
