max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,mlp_model_size_bytes
313,13,1748207036.2010915,1748207038.24676,2.045668363571167,8,1495827,4779,1748207038.6030622,1748207158.554609,119.95154690742493,1748207178.6257858,1748207179.3383367,0.7125508785247803,800,856,1.2208356010413477,12,95,5,88,0.6019,0.5305263157894737,0.535,0.6125040180006429,0.5349999999999999,0.43825314850049835,0.6125040180006429,0.535,0.4382531485004983,0.5191256830601093,0.95,0.6713780918727915,0.7058823529411765,0.12,0.20512820512820512,gearbox,1,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,5,IPESN,0.5390843048992874,0.22590647482009218,0.2513252377675749,0.01,tanh,0.2,0.0041901023673222935,42396
