max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,mlp_model_size_bytes
313,13,1748208145.3687463,1748208147.413607,2.044860601425171,8,1495827,4779,1748208147.76635,1748208258.4119513,110.64560127258301,1748208279.0256882,1748208279.6663523,0.6406641006469727,800,856,0.7965116539100032,13,135,8,44,0.6472825420193841,0.5628563495599507,0.74,0.6866187815908487,0.5860630597472702,0.5859213250517599,0.7156743814844374,0.74,0.6945341614906831,0.7541899441340782,0.9440559440559441,0.8385093167701864,0.6190476190476191,0.22807017543859648,0.3333333333333333,grinder,1,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,5,IPESN,0.5390843048992874,0.6709982959588338,0.17766205398610993,0.01,tanh,0.2,0.0018067318689967973,40732
