max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,mlp_model_size_bytes
563,13,1748388774.9295166,1748388777.0432281,2.1137115955352783,8,2690577,4779,1748388777.353787,1748388812.737704,35.38391709327698,1748388847.2624624,1748388849.23552,1.973057508468628,2240,2296,0.06521689733693281,53,49,51,47,0.5117,0.5194736842105263,0.51,0.5100160256410255,0.51,0.5098039215686274,0.5100160256410257,0.51,0.5098039215686273,0.5104166666666666,0.49,0.4999999999999999,0.5096153846153846,0.53,0.5196078431372548,ToyDrone,1,CAE_PyTorch_RC_MLP_LatentReconstruction,7075,50,ESN,0.5390843048992874,0.6526276162935284,0.2513252377675749,0.5,tanh,82812
