max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
376,13,2.0569498538970947,1748557166.1001062,1748557168.157056,8,1796904,4779,0.3015356063842773,1748557168.1604288,1748557168.4619644,25,ESN,1.0719553971762168,0.2343514739926296,0.187160732715025,0.5,sigmoid,41.21430468559265,1748557168.5246663,1748557209.738971,52204,1440,1496,0.0014643669128417,1748557209.747237,1748557209.748701,0.8228833020058264,6,91,9,94,0.5175000000000001,0.4863157894736842,0.485,0.4459459459459459,0.485,0.3714721586575134,0.4459459459459459,0.485,0.3714721586575134,,,,,,,ToyTrain,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),6275,23641
