max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx
313,13,2.145561933517456,1748556968.3677335,1748556970.5132954,8,1495827,4779,0.2978098392486572,1748556970.5166154,1748556970.8144252,5,ESN,0.443515576139967,0.8942025927971009,0.3486301376180934,0.2,tanh,19.42101740837097,1748556970.8775046,1748556990.298522,36844,800,856,0.0006368160247802734,1748556990.306737,1748556990.3073738,1.2187998080507914,36,67,33,64,0.5341,0.5268421052631579,0.515,0.5165947560570859,0.515,0.50306104152258,0.5165947560570859,0.515,0.50306104152258,,,,,,,fan,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635
