R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.2895801470799291,45.95614666171218,182.88742017745972,0.002549886703491211,182.8924596309662,1748118496.4646704,1748118679.3520906,1748118679.3545802,1748118679.35713,1267523.0,318016.0,314241.0
