R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.7681441065381469,20.009620036375324,81.51510167121887,0.0012357234954833984,81.5188455581665,1748118229.238985,1748118310.7540867,1748118310.756595,1748118310.7578306,1300291.0,326208.0,322433.0
