R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.5368865966054658,36.59777944640374,111.36108088493347,0.002611875534057617,111.36630344390869,1748118313.349081,1748118424.710162,1748118424.7127726,1748118424.7153845,1267523.0,318016.0,314241.0
