R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.8064410727394764,18.2121419171993,66.63006281852722,0.0012369155883789062,66.6337661743164,1748118427.2641668,1748118493.8942297,1748118493.896696,1748118493.897933,1288003.0,323136.0,319361.0
