Model,R2,RMSE,Train Time,Predict Time,Total Time,Setting_origin,Trainable Params,MACs
LSTM_Pretrained_PyTorch,0.7902483940124512,18.958636128525388,0,0.0012395381927490234,0.0012395381927490234,FD003,319361,323.136K
