Model,R2,RMSE,Train Time,Predict Time,Total Time,Setting_origin,Trainable Params,MACs
LSTM_Pretrained_PyTorch,0.776814877986908,19.63190181033811,0,0.022387027740478516,0.022387027740478516,FD001,322433,326.208K
