Model,R2,RMSE,Train Time,Predict Time,Total Time,Setting_origin,Trainable Params,MACs
LSTM_Pretrained_PyTorch,0.2709483504295349,46.55487992121296,0,0.002139568328857422,0.002139568328857422,FD004,314241,318.016K
