Model,R2,RMSE,Train Time,Predict Time,Total Time,Setting_origin,Trainable Params,MACs
LSTM_Pretrained_PyTorch,0.5512617826461792,36.025299157971894,0,0.0022351741790771484,0.0022351741790771484,FD002,314241,318.016K
