final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
0.9224569797515869,19,127,16,38,0.6520672310145993,0.6129632140712473,0.73,0.6562770562770562,0.6107226107226107,0.618859401468097,0.705047619047619,0.73,0.7073602484472049,0.7696969696969697,0.8881118881118881,0.8246753246753246,0.5428571428571428,0.3333333333333333,0.4130434782608695,373.1858913898468,AENet_Aggregated_MLP,5773,5773
