units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.9749667577178672,0.7465273066042252,0.19918892428834897,0.44154136084124423,tanh,0.06838317164906192,1.0832476948228239e-05
