final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.892852783203125,49,71,29,51,0.6309,0.5421052631578948,0.6,0.6050861706599411,0.6,0.5951007186962243,0.6050861706599412,0.6,0.5951007186962244,0.5819672131147541,0.71,0.6396396396396397,0.6282051282051282,0.49,0.550561797752809,318.9769115447998,AENet_Aggregated_MLP,5773,5773
