units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.2951643001023515,0.8381578768166009,0.26788025256928577,0.4322150667902737,tanh,0.12445244001653101,0.0002443971470855386
