final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.1134111881256104,19,88,12,81,0.6039,0.5121052631578947,0.535,0.5668066424890246,0.535,0.47217571440733286,0.5668066424890246,0.535,0.4721757144073328,0.5207100591715976,0.88,0.6542750929368031,0.6129032258064516,0.19,0.2900763358778626,213.62191581726074,AENet_Aggregated_MLP,5773,5773
