R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.8092312453239723,18.08040044268461,32.21357798576355,0.0012280941009521484,32.21735095977783,1748098481.2230072,1748098513.4365852,1748098513.43913,1748098513.4403582,1288003.0,323136.0,319361.0
