R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.2965173214505046,45.731217768665495,51.812392711639404,0.002579212188720703,51.81761193275452,1748098516.0446188,1748098567.8570116,1748098567.8596516,1748098567.8622308,1267523.0,318016.0,314241.0
