R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.7576941800801169,20.455575140355272,41.48608064651489,0.0012357234954833984,41.48992156982422,1748098339.333008,1748098380.8190887,1748098380.821694,1748098380.8229296,1300291.0,326208.0,322433.0
