R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.5556775298350038,35.84760939474166,95.28926420211792,0.0026247501373291016,95.2946298122406,1748098383.4202015,1748098478.7094657,1748098478.7122066,1748098478.7148314,1267523.0,318016.0,314241.0
