units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
5,IPESN,0.8464837529605628,0.8981088078760229,0.16090164325107936,0.2,tanh,0.0,0.0005061694829031882
25,IPESN,0.3785029056868197,0.21727329120831573,0.9639591917101074,0.5,tanh,0.1,2.699606552195954e-05
