max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,L2_mu,L2_learning_rate,mlp_model_size_bytes
313,13,1748212468.0100124,1748212470.0613146,2.051302194595337,8,1495827,4779,1748212470.4112895,1748212970.6771038,500.2658143043518,1748213010.0084026,1748213010.5411198,0.532717227935791,1440,1496,1.9333157684285993,2,98,2,98,0.5215,0.49473684210526314,0.5,0.5,0.5,0.3503118503118503,0.5,0.5,0.35031185031185025,0.5,0.98,0.6621621621621622,0.5,0.02,0.038461538461538464,valve,2,CAE_PyTorch_RC_MLP_LatentReconstruction,6275,5,IPESN,0.8464837529605628,0.8981088078760229,0.16090164325107936,0.2,tanh,0.0,0.0005061694829031882,25,IPESN,0.3785029056868197,0.21727329120831573,0.9639591917101074,0.5,tanh,0.1,2.699606552195954e-05,52700
