energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,timestamp
61.550375999999815,52.410375999999815,9.14,11.817026683608645,0,52.911441023638794,1747938810.2
61.550375999999815,52.410375999999815,9.14,11.817026683608645,0,52.911441023638794,1747938810.2
61.6501700000008,52.6501700000008,9,14.267716535433072,0,52.8642786872877,1747938811.203
61.6501700000008,52.6501700000008,9,14.267716535433072,0,52.8642786872877,1747938811.203
61.6501700000008,52.6501700000008,9,14.267716535433072,0,52.8642786872877,1747938812.208
61.6501700000008,52.6501700000008,9,14.267716535433072,0,52.8642786872877,1747938812.208
57.06639299999661,48.116392999996606,8.95,14.443045940843302,0,52.82296433413936,1747938813.211
57.06639299999661,48.116392999996606,8.95,14.443045940843302,0,52.82296433413936,1747938813.211
57.06639299999661,48.116392999996606,8.95,14.443045940843302,0,52.82296433413936,1747938814.214
57.06639299999661,48.116392999996606,8.95,14.443045940843302,0,52.82296433413936,1747938814.214
89.29236500000027,80.25236500000028,9.04,14.629512349588348,0,52.21778963815512,1747938815.217
89.29236500000027,80.25236500000028,9.04,14.629512349588348,0,52.21778963815512,1747938815.217
89.29236500000027,80.25236500000028,9.04,14.629512349588348,0,52.21778963815512,1747938816.22
89.29236500000027,80.25236500000028,9.04,14.629512349588348,0,52.21778963815512,1747938816.22
82.92666600000027,74.21666600000026,8.71,14.037306354726532,0,49.6504883859542,1747938817.223
82.92666600000027,74.21666600000026,8.71,14.037306354726532,0,49.6504883859542,1747938817.223
82.92666600000027,74.21666600000026,8.71,14.037306354726532,0,49.6504883859542,1747938818.226
82.92666600000027,74.21666600000026,8.71,14.037306354726532,0,49.6504883859542,1747938818.226
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938819.229
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938819.229
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938820.232
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938820.232
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938821.234
120.18824500000133,75.52824500000133,44.66,13.161209068010072,20,48.910431605577834,1747938821.234
121.44542099999846,77.02542099999846,44.42,12.416851441241683,23,48.88380435846892,1747938822.236
121.44542099999846,77.02542099999846,44.42,12.416851441241683,23,48.88380435846892,1747938822.236
121.44542099999846,77.02542099999846,44.42,12.416851441241683,23,48.88380435846892,1747938823.239
121.44542099999846,77.02542099999846,44.42,12.416851441241683,23,48.88380435846892,1747938823.239
123.492896000006,78.862896000006,44.63,14.71710108073745,25,49.082013141968766,1747938824.242
123.492896000006,78.862896000006,44.63,14.71710108073745,25,49.082013141968766,1747938824.242
123.492896000006,78.862896000006,44.63,14.71710108073745,25,49.082013141968766,1747938825.245
123.492896000006,78.862896000006,44.63,14.71710108073745,25,49.082013141968766,1747938825.245
122.67805000000284,78.28805000000284,44.39,15.379766782225024,22,49.07386991692446,1747938826.249
122.67805000000284,78.28805000000284,44.39,15.379766782225024,22,49.07386991692446,1747938826.249
122.67805000000284,78.28805000000284,44.39,15.379766782225024,22,49.07386991692446,1747938827.253
122.67805000000284,78.28805000000284,44.39,15.379766782225024,22,49.07386991692446,1747938827.253
118.65613599999634,74.00613599999633,44.65,15.982312065698046,20,49.08403979167994,1747938828.257
118.65613599999634,74.00613599999633,44.65,15.982312065698046,20,49.08403979167994,1747938828.257
118.65613599999634,74.00613599999633,44.65,15.982312065698046,20,49.08403979167994,1747938829.26
118.65613599999634,74.00613599999633,44.65,15.982312065698046,20,49.08403979167994,1747938829.26
116.4433529999989,72.0333529999989,44.41,14.624131396083385,21,49.07206302441087,1747938830.264
116.4433529999989,72.0333529999989,44.41,14.624131396083385,21,49.07206302441087,1747938830.264
116.4433529999989,72.0333529999989,44.41,14.624131396083385,21,49.07206302441087,1747938831.268
116.4433529999989,72.0333529999989,44.41,14.624131396083385,21,49.07206302441087,1747938831.268
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938832.27
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938832.27
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938833.274
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938833.274
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938834.276
115.63165800000309,70.51165800000308,45.12,14.362543498892755,22,49.11755276431358,1747938834.276
120.05809400000057,75.16809400000056,44.89,13.248811410459593,17,49.20974090870578,1747938835.28
120.05809400000057,75.16809400000056,44.89,13.248811410459593,17,49.20974090870578,1747938835.28
120.05809400000057,75.16809400000056,44.89,13.248811410459593,17,49.20974090870578,1747938836.283
120.05809400000057,75.16809400000056,44.89,13.248811410459593,17,49.20974090870578,1747938836.283
120.32053099999962,75.33053099999961,44.99,11.444054829454897,22,49.20598061888022,1747938837.287
120.32053099999962,75.33053099999961,44.99,11.444054829454897,22,49.20598061888022,1747938837.287
120.32053099999962,75.33053099999961,44.99,11.444054829454897,22,49.20598061888022,1747938838.291
120.32053099999962,75.33053099999961,44.99,11.444054829454897,22,49.20598061888022,1747938838.291
121.26728800000001,77.117288,44.15,12.330495111952066,23,49.15936767552312,1747938839.294
121.26728800000001,77.117288,44.15,12.330495111952066,23,49.15936767552312,1747938839.294
