R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.7157619098365933,22.15495694117337,52.460646867752075,0.0021049976348876953,52.46432638168335,1748098569.653248,1748098622.113895,1748098622.1154695,1748098622.1175745,1302855.0,326208.0,322433.0
