R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.8090108590821113,18.090841149680017,87.94492483139038,0.0018994808197021484,87.94841623306274,1748098793.0488367,1748098880.9937615,1748098880.9953535,1748098880.997253,1290567.0,323136.0,319361.0
