R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.5625207351760757,35.57048584753769,167.57877731323242,0.0030329227447509766,167.58353543281555,1748098623.7965584,1748098791.3753357,1748098791.377061,1748098791.3800938,1270087.0,318016.0,314241.0
