R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.29464009880091746,45.79219331660325,167.32025170326233,0.0033059120178222656,167.32539176940918,1748098882.7193673,1748099050.039619,1748099050.0414531,1748099050.044759,1270087.0,318016.0,314241.0
