max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,mlp_model_size_bytes
376,13,1748207599.0183797,1748207601.102581,2.0842013359069824,8,1796904,4779,1748207601.4560976,1748207747.8187325,146.36263489723206,1748207787.305914,1748207788.3482728,1.0423588752746582,1440,1496,0.3856272105600152,11,86,14,89,0.5254000000000001,0.48368421052631577,0.485,0.46571428571428575,0.485,0.4007272727272727,0.4657142857142857,0.485,0.4007272727272727,0.49142857142857144,0.86,0.6254545454545454,0.44,0.11,0.176,ToyTrain,1,CAE_PyTorch_RC_MLP_LatentReconstruction,6275,25,ESN,1.0719553971762168,0.23435147399262962,0.18716073271502504,0.5,sigmoid,63612
