max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
313,13,2.152092456817627,1748557235.9010222,1748557238.053115,8,1495827,4779,0.29189133644104,1748557238.0563846,1748557238.348276,5,ESN,0.6450209144156358,0.2488945463966858,0.1776620539861099,0.01,tanh,19.175039052963257,1748557238.4104578,1748557257.585497,36844,800,856,0.0007376670837402,1748557257.5935092,1748557257.5942469,1.813323216622642,2,95,5,98,0.5234000000000001,0.49,0.485,0.3889711324944485,0.485,0.3429236706963095,0.3889711324944486,0.485,0.3429236706963094,,,,,,,valve,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23599
