R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime
0.7439684567148668,21.026960996306165,22.197913646697998,0.0023114681243896484,22.202117919921875,1747927216.4361765,1747927238.6340902,1747927238.635983,1747927238.6382945
