R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime
0.30443248019799696,45.47322009935714,27.79951310157776,0.005426168441772461,27.807055711746216,1747927287.0129187,1747927314.8124318,1747927314.8145483,1747927314.8199744
