R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime
0.8013035454150744,18.45225643939617,14.431542873382568,0.0020601749420166016,14.435375213623047,1747927270.877678,1747927285.3092208,1747927285.310993,1747927285.3130531
