R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime
0.5395559231473209,36.492154559804824,28.701131582260132,0.003228902816772461,28.70610523223877,1747927240.3959856,1747927269.0971172,1747927269.098862,1747927269.1020908
