energon_total_in_power_mW,energon_cpu_in_power_mW,energon_gpu_in_power_mW,energon_cpu_total_usage_percentage,energon_gpu_total_usage_percentage,energon_ram_used_percentage,timestamp
52.17668600000121,43.61668600000121,8.56,7.55555555555556,0,23.24772325438922,1748206714.8
52.17668600000121,43.61668600000121,8.56,7.55555555555556,0,23.24772325438922,1748206714.8
52.17668600000121,43.61668600000121,8.56,7.55555555555556,0,23.24772325438922,1748206715.803
52.17668600000121,43.61668600000121,8.56,7.55555555555556,0,23.24772325438922,1748206715.803
49.63788500000257,41.16788500000257,8.47,8.39358692235146,0,23.25158121408038,1748206716.805
49.63788500000257,41.16788500000257,8.47,8.39358692235146,0,23.25158121408038,1748206716.805
49.63788500000257,41.16788500000257,8.47,8.39358692235146,0,23.25158121408038,1748206717.807
49.63788500000257,41.16788500000257,8.47,8.39358692235146,0,23.25158121408038,1748206717.807
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206718.809
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206718.809
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206719.812
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206719.812
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206720.815
59.93701799999544,51.03701799999544,8.9,21.735015772870657,0,22.790469569854586,1748206720.815
76.70496600000187,67.90496600000188,8.8,91.95618153364632,0,22.43453616214565,1748206721.818
76.70496600000187,67.90496600000188,8.8,91.95618153364632,0,22.43453616214565,1748206721.818
76.70496600000187,67.90496600000188,8.8,91.95618153364632,0,22.43453616214565,1748206722.821
76.70496600000187,67.90496600000188,8.8,91.95618153364632,0,22.43453616214565,1748206722.821
151.2873389999976,142.4073389999976,8.88,100,0,22.2824031377421,1748206723.824
151.2873389999976,142.4073389999976,8.88,100,0,22.2824031377421,1748206723.824
151.2873389999976,142.4073389999976,8.88,100,0,22.2824031377421,1748206724.828
151.2873389999976,142.4073389999976,8.88,100,0,22.2824031377421,1748206724.828
150.5255529999966,141.97555299999658,8.55,99.59476309226932,0,22.180643346521205,1748206725.831
150.5255529999966,141.97555299999658,8.55,99.59476309226932,0,22.180643346521205,1748206725.831
150.5255529999966,141.97555299999658,8.55,99.59476309226932,0,22.180643346521205,1748206726.834
150.5255529999966,141.97555299999658,8.55,99.59476309226932,0,22.180643346521205,1748206726.834
150.62460099999646,141.98460099999647,8.64,100,0,22.118977035128676,1748206727.837
150.62460099999646,141.98460099999647,8.64,100,0,22.118977035128676,1748206727.837
150.62460099999646,141.98460099999647,8.64,100,0,22.118977035128676,1748206728.841
150.62460099999646,141.98460099999647,8.64,100,0,22.118977035128676,1748206728.841
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206729.843
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206729.843
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206730.846
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206730.846
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206731.847
150.62665899999323,141.83665899999323,8.79,100,0,21.98582859085092,1748206731.847
148.7500859999971,140.2000859999971,8.55,100,0,21.740481888466384,1748206732.85
148.7500859999971,140.2000859999971,8.55,100,0,21.740481888466384,1748206732.85
148.7500859999971,140.2000859999971,8.55,100,0,21.740481888466384,1748206733.854
148.7500859999971,140.2000859999971,8.55,100,0,21.740481888466384,1748206733.854
165.7934429999988,124.1334429999988,41.66,10.210593490746644,47,18.251055017679466,1748206734.857
165.7934429999988,124.1334429999988,41.66,10.210593490746644,47,18.251055017679466,1748206734.857
165.7934429999988,124.1334429999988,41.66,10.210593490746644,47,18.251055017679466,1748206735.862
165.7934429999988,124.1334429999988,41.66,10.210593490746644,47,18.251055017679466,1748206735.862
153.10742700000293,70.28742700000294,82.82,11.823584610572413,0,18.184077907344996,1748206736.864
153.10742700000293,70.28742700000294,82.82,11.823584610572413,0,18.184077907344996,1748206736.864
153.10742700000293,70.28742700000294,82.82,11.823584610572413,0,18.184077907344996,1748206737.867
153.10742700000293,70.28742700000294,82.82,11.823584610572413,0,18.184077907344996,1748206737.867
124.40308600000105,73.77308600000106,50.63,11.523929471032746,0,18.207591927487936,1748206738.87
124.40308600000105,73.77308600000106,50.63,11.523929471032746,0,18.207591927487936,1748206738.87
124.40308600000105,73.77308600000106,50.63,11.523929471032746,0,18.207591927487936,1748206739.872
124.40308600000105,73.77308600000106,50.63,11.523929471032746,0,18.207591927487936,1748206739.872
113.58674899999635,71.66674899999634,41.92,10.315186246418339,0,18.196079092080463,1748206740.874
113.58674899999635,71.66674899999634,41.92,10.315186246418339,0,18.196079092080463,1748206740.874
113.58674899999635,71.66674899999634,41.92,10.315186246418339,0,18.196079092080463,1748206741.878
113.58674899999635,71.66674899999634,41.92,10.315186246418339,0,18.196079092080463,1748206741.878
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206742.881
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206742.881
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206743.885
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206743.885
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206744.889
114.14906800000055,72.22906800000055,41.92,10.451080050825922,0,18.250273658754676,1748206744.889
114.04068199999543,71.88068199999543,42.16,12.087227414330215,0,18.34110663376169,1748206745.892
114.04068199999543,71.88068199999543,42.16,12.087227414330215,0,18.34110663376169,1748206745.892
114.04068199999543,71.88068199999543,42.16,12.087227414330215,0,18.34110663376169,1748206746.895
114.04068199999543,71.88068199999543,42.16,12.087227414330215,0,18.34110663376169,1748206746.895
114.29719999999739,72.13719999999739,42.16,9.974424552429673,0,18.302673541648506,1748206747.899
114.29719999999739,72.13719999999739,42.16,9.974424552429673,0,18.302673541648506,1748206747.899
114.29719999999739,72.13719999999739,42.16,9.974424552429673,0,18.302673541648506,1748206748.902
114.29719999999739,72.13719999999739,42.16,9.974424552429673,0,18.302673541648506,1748206748.902
114.79967599999887,72.63967599999887,42.16,10.744849445324878,0,18.34266935161127,1748206749.905
114.79967599999887,72.63967599999887,42.16,10.744849445324878,0,18.34266935161127,1748206749.905
114.79967599999887,72.63967599999887,42.16,10.744849445324878,0,18.34266935161127,1748206750.908
114.79967599999887,72.63967599999887,42.16,10.744849445324878,0,18.34266935161127,1748206750.908
113.39862700000026,71.38862700000027,42.01,11.788617886178866,0,18.359773786824285,1748206751.91
113.39862700000026,71.38862700000027,42.01,11.788617886178866,0,18.359773786824285,1748206751.91
113.39862700000026,71.38862700000027,42.01,11.788617886178866,0,18.359773786824285,1748206752.914
113.39862700000026,71.38862700000027,42.01,11.788617886178866,0,18.359773786824285,1748206752.914
