max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,RC_L2_units,RC_L2_RC_node_type,RC_L2_sr,RC_L2_lr,RC_L2_input_scaling,RC_L2_connectivity,RC_L2_activation,RC_L2_mu,RC_L2_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
313,13,2.068511962890625,1748558234.2600455,1748558236.3285575,8,1495827,4779,0.3313271999359131,1748558236.332751,1748558236.6640782,5,IPESN,0.4340899431563961,1.0,0.2417069144236313,0.01,sigmoid,0.0,0.0005445253427569,5,ESN,0.8266520178730692,0.929942829849045,0.2088922527691616,0.5,sigmoid,,,53.9214825630188,1748558236.7248552,1748558290.6463375,27964,800,856,0.0006330013275146,1748558290.649804,1748558290.650437,2.8852761888376506,6,130,13,51,0.5986995460679672,0.5086169601405058,0.68,0.5170107589415528,0.507177033492823,0.4801819363222872,0.60353591160221,0.68,0.6187654320987654,,,,,,,grinder,2,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23627
