R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.7580542883644323,20.4403692303693,162.24001455307007,0.002107858657836914,162.24381828308105,1748118681.1570554,1748118843.39707,1748118843.3987658,1748118843.4008737,1302855.0,326208.0,322433.0
