R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.5483519023187132,36.14191440279496,171.70631980895996,0.003077268600463867,171.71100974082947,1748118845.071297,1748119016.7776167,1748119016.7792294,1748119016.7823067,1270087.0,318016.0,314241.0
