R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.3017180686694638,45.56186199336438,381.587384223938,0.0034170150756835938,381.5923981666565,1748119161.3530786,1748119542.9404628,1748119542.9420598,1748119542.9454768,1270087.0,318016.0,314241.0
