R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Model Size (bytes),MACs,Params
0.8088116304001904,18.100274343063052,141.17962098121643,0.002119779586791992,141.1836154460907,1748119018.4842849,1748119159.6639059,1748119159.6657805,1748119159.6679003,1290567.0,323136.0,319361.0
