units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.3629321357770935,0.4407363282253548,0.2030385905535679,0.2979893420042242,tanh,0.006767541525529431,2.5013871612544177e-05
