final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.2797012329101562,5,117,10,68,0.5604573400927624,0.4976412014828355,0.61,0.48288288288288284,0.49487649660230826,0.4318181818181819,0.5232612612612612,0.61,0.5177272727272728,0.6324324324324324,0.9212598425196851,0.7500000000000001,0.3333333333333333,0.0684931506849315,0.11363636363636363,1197.7102963924408,AENet_Aggregated_MLP,5773,5773
