units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.5542559818473286,0.2426775712375125,1.8249185608657763,0.4184691657326691,tanh,0.009019038132568134,0.00017680822153876181
