units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
25,IPESN,1.0719553971762168,0.9270787418648282,0.18716073271502504,0.01,tanh,0.2,0.00031840903062159724
5,IPESN,0.800372375620731,0.9759699914113162,0.31864691052690336,0.5,tanh,0.0,8.922948091189514e-05
