max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,L2_mu,L2_learning_rate,mlp_model_size_bytes
469,13,1748216558.3369055,1748216560.3669074,2.0300018787384033,8,2241351,4779,1748216560.6745248,1748217296.9370728,736.2625479698181,1748217358.035544,1748217359.0208578,0.985313892364502,800,856,0.19064674155644737,56,48,52,44,0.5356,0.541578947368421,0.52,0.5201288244766505,0.52,0.5192307692307692,0.5201288244766505,0.52,0.5192307692307692,0.5217391304347826,0.48,0.4999999999999999,0.5185185185185185,0.56,0.5384615384615384,Vacuum,2,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,25,IPESN,1.0719553971762168,0.9270787418648282,0.18716073271502504,0.01,tanh,0.2,0.00031840903062159724,5,IPESN,0.800372375620731,0.9759699914113162,0.31864691052690336,0.5,tanh,0.0,8.922948091189514e-05,48252
