max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L2_units,RC_L2_RC_node_type,RC_L2_sr,RC_L2_lr,RC_L2_input_scaling,RC_L2_connectivity,RC_L2_activation,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
313,13,2.462515354156494,1748558319.3926568,1748558321.8551722,8,1495827,4779,0.2917675971984863,1748558321.8583436,1748558322.1501112,25,ESN,0.5390843048992874,0.546136610787362,0.2513252377675749,0.5,sigmoid,5,ESN,0.8301733101351665,0.6046240954425475,0.1366720508064063,0.01,tanh,50.69940161705017,1748558322.2116942,1748558372.911096,36844,800,856,0.0007791519165039,1748558372.919148,1748558372.9199271,1.609199362398957,6,94,7,93,0.4920492049204921,0.5000026318421316,0.5,0.4821061291649527,0.4956495649564957,0.3799603174603174,0.4823118058412176,0.5,0.382688492063492,,,,,,,shaker,2,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23613
