max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
313,13,2.143293857574463,1748557378.6099513,1748557380.753245,8,1495827,4779,0.2996492385864258,1748557380.756938,1748557381.0565872,5,ESN,0.5390843048992874,0.4034603530148191,0.2513252377675749,0.01,tanh,19.09960985183716,1748557381.125883,1748557400.225493,36844,800,856,0.0016853809356689,1748557400.234237,1748557400.2359223,1.0710628748104432,4,94,7,95,0.4481448144814481,0.488790984361594,0.49,0.4304954304954305,0.4855485548554856,0.3605015673981191,0.4311640211640211,0.49,0.3633793103448275,,,,,,,shaker,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23613
