max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,RC_L2_units,RC_L2_RC_node_type,RC_L2_sr,RC_L2_lr,RC_L2_input_scaling,RC_L2_connectivity,RC_L2_activation,RC_L2_mu,RC_L2_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx
313,13,2.3008475303649902,1748558147.595675,1748558149.8965225,8,1495827,4779,0.2911238670349121,1748558149.8997202,1748558150.190844,25,IPESN,0.2686205390109215,0.1966543423633756,0.484029242941314,0.5,sigmoid,0.1,1.683231015491552e-05,5,IPESN,1.2515779908371396,0.4893880617169577,0.5527348742573759,0.01,tanh,0.1,0.0001554560874793,55.10302686691284,1748558150.2540057,1748558205.3570325,36844,800,856,0.0010268688201904297,1748558205.3656366,1748558205.3666635,1.0949747400331045,3,117,10,70,0.5225973465645561,0.4826538896048232,0.6,0.4282188399835458,0.481177866465322,0.4074951858983854,0.48153023447141097,0.6,0.4986816767886239,,,,,,,bandsaw,2,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635
