true_positive,true_negative,false_positive,false_negative,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,auc_score,pauc_score,asset_name,model_name,train_time_seconds,predict_time_seconds,start_train_time,end_train_time,start_predict_time,end_predict_time,n_model_parameters,anomaly_threshold,anomaly_percentile,n_mfcc,sr,seed,model_size_bytes,macs,params_thop
20,83,17,80,0.515,0.5248714972641353,0.515,0.4615747550720213,0.5248714972641353,0.515,0.46157475507202134,0.50920245398773,0.83,0.6311787072243346,0.5405405405405406,0.2,0.29197080291970806,0.5327999999999999,0.4905263157894737,valve,AENet_Baseline_MFCC13,499.6654682159424,0.1534714698791504,1748182166.8032322,1748182666.4687004,1748182669.5859725,1748182669.739444,106789,0.08200453631579877,95.0,13,16000,1234,459072,107808.0,106789.0
