true_positive,true_negative,false_positive,false_negative,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,auc_score,pauc_score,asset_name,model_name,train_time_seconds,predict_time_seconds,start_train_time,end_train_time,start_predict_time,end_predict_time,n_model_parameters,anomaly_threshold,anomaly_percentile,n_mfcc,sr,seed,model_size_bytes,macs,params_thop
80,39,61,20,0.595,0.6141964178386825,0.595,0.5772332263368041,0.6141964178386826,0.595,0.5772332263368041,0.6610169491525424,0.39,0.49056603773584895,0.5673758865248227,0.8,0.6639004149377593,0.6343,0.5942105263157895,Vacuum,AENet_Baseline_MFCC13,744.5446608066559,0.15418410301208496,1748185898.5213628,1748186643.0660236,1748186646.9580295,1748186647.1122136,106789,0.024879349023103712,95.0,13,16000,1234,459141,107808.0,106789.0
