true_positive,true_negative,false_positive,false_negative,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,auc_score,pauc_score,asset_name,model_name,train_time_seconds,predict_time_seconds,start_train_time,end_train_time,start_predict_time,end_predict_time,n_model_parameters,anomaly_threshold,anomaly_percentile,n_mfcc,sr,seed,model_size_bytes,macs,params_thop
68,42,58,32,0.55,0.5536250536250535,0.55,0.5422642660970399,0.5536250536250535,0.55,0.5422642660970399,0.5675675675675675,0.42,0.4827586206896552,0.5396825396825397,0.68,0.6017699115044247,0.5638,0.5147368421052632,ToyCar,AENet_Baseline_MFCC13,596.7033288478851,0.15466976165771484,1748180933.7653985,1748181530.4687274,1748181533.845006,1748181533.9996758,106789,0.051573316752910596,95.0,13,16000,1234,459141,107808.0,106789.0
