true_positive,true_negative,false_positive,false_negative,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,auc_score,pauc_score,asset_name,model_name,train_time_seconds,predict_time_seconds,start_train_time,end_train_time,start_predict_time,end_predict_time,n_model_parameters,anomaly_threshold,anomaly_percentile,n_mfcc,sr,seed,model_size_bytes,macs,params_thop
17,95,5,83,0.56,0.6532175689479061,0.5599999999999999,0.48107088100011786,0.653217568947906,0.56,0.48107088100011786,0.5337078651685393,0.95,0.6834532374100718,0.7727272727272727,0.17,0.27868852459016397,0.6106999999999999,0.5531578947368421,ToyNscale,AENet_Baseline_MFCC13,301.79601216316223,0.15481829643249512,1748185160.9698954,1748185462.7659075,1748185465.190564,1748185465.3453822,106789,0.0820500511676073,95.0,13,16000,1234,459348,107808.0,106789.0
