true_positive,true_negative,false_positive,false_negative,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,auc_score,pauc_score,asset_name,model_name,train_time_seconds,predict_time_seconds,start_train_time,end_train_time,start_predict_time,end_predict_time,n_model_parameters,anomaly_threshold,anomaly_percentile,n_mfcc,sr,seed,model_size_bytes,macs,params_thop
42,80,20,58,0.61,0.6285647498831229,0.61,0.5953937130407718,0.6285647498831229,0.61,0.5953937130407718,0.5797101449275363,0.8,0.6722689075630253,0.6774193548387096,0.42,0.5185185185185185,0.6716000000000001,0.6036842105263158,slider,AENet_Baseline_MFCC13,500.2372245788574,0.15902090072631836,1748180414.0726485,1748180914.309873,1748180917.2416284,1748180917.4006493,106789,0.09660284034907816,95.0,13,16000,1234,459141,107808.0,106789.0
