max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,RC_L2_units,RC_L2_RC_node_type,RC_L2_sr,RC_L2_lr,RC_L2_input_scaling,RC_L2_connectivity,RC_L2_activation,RC_L2_mu,RC_L2_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
313,13,2.130927324295044,1748558077.5182164,1748558079.6491437,8,1495827,4779,0.2932844161987304,1748558079.6522083,1748558079.9454927,5,IPESN,0.8464837529605628,0.8981088078760229,0.1609016432510793,0.2,tanh,0.0,0.0005061694829031,25,IPESN,0.3785029056868197,0.2172732912083157,0.9639591917101074,0.5,tanh,0.1,2.699606552195954e-05,41.44063234329224,1748558080.008386,1748558121.4490185,52204,1440,1496,0.0011460781097412,1748558121.457639,1748558121.458785,1.9316589593851712,2,97,3,98,0.5215000000000001,0.4947368421052631,0.495,0.4487179487179487,0.495,0.3478611783696529,0.4487179487179487,0.495,0.3478611783696529,,,,,,,valve,2,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),6275,23599
