units,RC_node_type,sr,lr,input_scaling,connectivity,activation
50,ESN,0.234956487565491,0.43819918427172333,1.7482168296991263,0.3590991098066388,tanh
5,ESN,0.2921320409026938,0.7820547092301885,1.5279885878722494,0.33221916140723684,tanh
