units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.420977366997941,0.74808817866879,0.8266662294631452,0.16165872525601838,tanh,,
5,IPESN,0.1592259928317851,0.3325290377351281,1.7650217152754755,0.3191332082439707,sigmoid,0.2,3.15029452615836e-05
