units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.14870849684439055,0.897756219425818,0.08711286553796738,0.06058233198463657,tanh,,
50,IPESN,0.17989834772975521,0.8015088182253639,1.2580599295897303,0.35723255301435597,tanh,0.10844561880585178,8.725867067988889e-05
