units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.10000000000000002,0.5134670263696293,0.0946837929124966,0.23615822719276677,tanh,,
50,IPESN,0.7323889217002636,0.5815474612342353,0.39422534404167625,0.03578859600006787,tanh,0.09502373136090361,4.099985481470616e-05
