units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.31960947221035596,0.5691363007232986,0.33304246753098327,0.031922397857749224,tanh,,
50,IPESN,0.1653237333549059,0.49183278250221896,0.2438670481468593,0.20395917310711667,tanh,0.13992882754409028,0.003679143531810175
