final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.3942246437072754,59,58,42,41,0.6192,0.5157894736842106,0.585,0.5850085008500849,0.585,0.5849896247406186,0.585008500850085,0.585,0.5849896247406184,0.5858585858585859,0.58,0.5829145728643216,0.5841584158415841,0.59,0.5870646766169154,1129.5650312900543,AENet_Aggregated_MLP,5773,5773
