final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.4832892417907715,27,116,27,30,0.6514538093485461,0.5761579141080526,0.715,0.6472602739726028,0.6424365108575635,0.6446273262882259,0.7105821917808219,0.715,0.712627887402974,0.7945205479452054,0.8111888111888111,0.8027681660899654,0.5,0.47368421052631576,0.4864864864864865,1045.2483241558075,AENet_Aggregated_MLP,5773,5773
